user_input,bot_response,ability,extra_label
That is nice . But I don't quite like the collar .,The collar ? It is just the collar that is popular with young people in Shanghai .,conversation,neutral
I don't care what others wear . How much is it ?,250 Yuan .,conversation,neutral
Really ? Too expensive . I don't think I can afford it .,But it is really worthwhile .,conversation,neutral
"OK , anyway , let me have it .",Here you are .,conversation,neutral
It's time for you to wake up .,Give me five more minutes . I'm really tired this morning .,conversation,neutral
"I'm sorry , but it's time for you to get ready for school .","I get that , but let me just sleep for a little bit longer .",conversation,neutral
You're not going to get up in five minutes if I let you fall back asleep .,Believe me . I will get up and get ready in five minutes .,conversation,neutral
There's a lot that you need to do this morning .,"I understand , and it will get done after I wake up in five minutes .",conversation,neutral
I would like for you to not be late for school .,I'm going to be on time today .,conversation,neutral
"Go back to sleep then , but only five more minutes .",Thanks a lot .,conversation,happiness
May I ask you how much this position pays per year ?,This job pays sixty-five thousand dollars per year .,conversation,neutral
What kind of benefits does this job have ?,"This job provides full medical , dental , and disability .",conversation,neutral
What type of vacation time do we get ?,You get 3 weeks paid vacation that you may use as you wish .,conversation,neutral
Do we have a 401K ?,We offer a 401K with some matching funds available depending on length of service .,conversation,neutral
What type of professional development do you offer ?,We provide up-to-date training on state of the art equipment .,conversation,neutral
Where do I sign up for my benefits package ?,Down the hall . I'll show you when the interview is over .,conversation,neutral
"Oh dear , my weight has gone up again .","I am not surprised , you eat too much .",conversation,neutral
And I suppose sitting at the desk all day at the office doesn't help .,"No , I wouldn't think so .",conversation,neutral
I do wish I could lose weight .,"Well , why don't you go on a diet ?",conversation,neutral
I've tried diets before but they've never worked .,Perhaps you should excercise more . Why don't you go to an exercise class .,conversation,neutral
"Do you have a reservation , sir ?","No , I am afraid we don't .",conversation,neutral
I'm sorry . The restaurant is full now . You have to wait for about half an hour . Would you care to have a drink at the lounge until a table is available ?,"No , thanks . We'll come back later . May I reserve a table for two ?",conversation,neutral
"Yes , of course . May I have your name , sir ?",Bruce . By the way . Can we have a table by the window ?,conversation,neutral
"We'll try to arrange it but I can't guarantee , sir .",That's fine .,conversation,happiness
What is your most preferred training method ?,"Well , I prefer active rather than passive training . For example , I like the training offered by a financial software company from which we bought the newest updated virgin . They sent the programmers to demonstrate how to do and then ask us to practice . All employees receiving this training were in the same meeting room , so we could communicate with each other . We had a lot of fun learning together . It helps to build up the work relation among colleagues .",conversation,neutral
"Well , that is also very efficient , right ?","Of course , it is much better than just giving us some reading materials or information via the internet .",conversation,neutral
what are you watching on the telly ?,there's a great sitcom on Channel 3 that stars in about three minutes .,conversation,neutral
which one is that ?,the office . Have you watched it ?,conversation,neutral
"I've seen the British version and loved it , but have never seen the American version .",it's almost exactly the same . I think it's a hilarious show .,conversation,neutral
what are you watching now ?,they're just showing highlights of American Idol from last night right now .,conversation,neutral
I can't stand American Idol ! I think it's really over-rated .,I couldn't agree with you more .,conversation,neutral
"have you got satellite , cable , or digital TV ?","we have digital TV . It's amazing though---even with 100 channels , there's often nothing on that I'd want to watch !",conversation,neutral
do you watch a lot of TV then ?,I guess so . I'm bit of a couch potato . How about you ?,conversation,neutral
"I don't have a TV at home , so I rarely watch anything . Is there anything worth watching after the office ?",there's actually a documentary on the history channel later on that I'd like to watch . Do you want to stay and watch it with me ?,conversation,neutral
"Good afternoon , ma'am . Can I help you find anything ?","No , thanks . I'm just looking .",conversation,neutral
We have a special on these skirts this week . Would you like to try one on ?,"No , thank you . I don't need any skirts .",conversation,neutral
How about a blouse ? This one here is the latest fashion .,"No , thank you .",conversation,neutral
Why not try on this lovely pair of shorts ? I'm sure they'd look fabulous on you .,"No doubt . Look , I'm just browsing . If I need your help , I'll let you know .",conversation,neutral
You say your products are aimed at the green consumer . In what ways are they environmentally-friendly ?,"We produce household cleaning products - detergents and so on . They are all phosphate-free , which minimises damage to the environment .",conversation,neutral
What about the packaging ?,"We try to use as little packaging as possible . Also , all our bottles are made of recyclable plastic and we use recycled fibre in our boxes . That's what our customers want .",conversation,neutral
"Excuse me , Alex ?","What can I do for you , Kim ?",conversation,neutral
I was wondering if you could get together with me to go over the payroll .,"Sure , anytime .",conversation,neutral
"I don't know about you , but I'm famished . Are you interested in getting a bite to eat ?",That sounds great . I'm absolutely starving ! What kind of food are you in the mood for ?,conversation,neutral
I'd love something spicy . Maybe we could get some Sichuan Hotpot .,You're a woman after my own heart . I don't know many people who can handle spicy food . Are you sure you are up for hotpot .,conversation,neutral
"Sure . If I could , I would eat hotpot every day !","Ok , you're really all eyes when it comes to talking about food , aren't you ?",conversation,neutral
